cand,model,source,params,exit,exclude_earnings,variant,window,start,end,trading_days,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,max_dd_days,calmar,exposure,avg_positions,n_trades,win_rate,avg_win,avg_loss,payoff,profit_factor,expectancy,avg_hold_days,best_trade,worst_trade,net_pnl,bench_total_return,bench_cagr,bench_max_drawdown,bench_sharpe,top10_share,median_trade,pnl_wo_top10,target_share,monthly
3,surge_chase,리더보드(학습 선택),"{""surge_pct"": 0.3, ""vol_mult"": 10.0, ""max_hold_days"": 5, ""stop_pct"": 0.1}",{},False,기본,검증 전반,2025-09-18,2026-03-13,122,-0.3833220479851922,-0.6315740754811561,0.5550010494808536,-1.5410340707266936,-3.1404259077543695,-0.5027605015952596,114,-1.2562125972051719,0.9590163934426229,4.270491803278689,210,0.21904761904761905,0.29445169237628965,-0.10816616403948946,2.7222162770678526,0.6903679902644365,-0.019973681205556888,1.7380952380952381,2.376410654240556,-0.3332967885213761,-38332.204798519204,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,,-0.1047437494072882,-93899.03143547755,0.0,
3,surge_chase,리더보드(학습 선택),"{""surge_pct"": 0.3, ""vol_mult"": 10.0, ""max_hold_days"": 5, ""stop_pct"": 0.1}",{},False,기본,검증 후반,2026-03-16,2026-09-17,129,0.8271566749459642,2.2462051285603417,1.5084220134501842,1.462148301737075,2.451762959060471,-0.4263001331811168,55,5.269069732159864,0.9689922480620154,3.8217054263565893,199,0.19597989949748743,0.6921566015204224,-0.11311180852118144,6.119224955993948,1.3823159269991918,0.04470461354727362,1.7537688442211055,5.604620558018431,-0.4392167182071436,82715.66749459639,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,2.8511362360332573,-0.10756666442471972,-153117.96938692566,0.0,
4,volume_3x_after_base,리더보드(학습 선택),"{""min_rvol"": 5, ""max_range40"": 0.15}","{""stop_pct"": 0.2, ""target_pct"": null, ""max_hold_days"": 5}",True,기본,학습,2023-11-01,2025-09-17,470,-0.027660994751976142,-0.01492744868828133,0.09726076798482125,-0.10656638602436226,-0.12172328613724737,-0.12339911612303567,275,-0.12096884610905842,0.7319148936170212,1.5936170212765957,156,0.40384615384615385,0.1364990555451247,-0.06513529886818394,2.095623385736842,0.9346294276529832,0.01629395964488302,4.711538461538462,2.6951355018802077,-0.31012358650682553,-2766.0994751977014,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,-0.017550817428361065,-29950.472600008394,0.0,
4,volume_3x_after_base,리더보드(학습 선택),"{""min_rvol"": 5, ""max_range40"": 0.15}","{""stop_pct"": 0.2, ""target_pct"": null, ""max_hold_days"": 5}",True,기본,검증,2025-09-18,2026-09-17,251,0.06585925983707397,0.0661301383921542,0.10779143759781708,0.6496713867313113,1.0928101108332162,-0.12699308514533925,148,0.520738104098113,0.8605577689243028,2.091633466135458,108,0.39814814814814814,0.12135876415017846,-0.06727752527691941,1.803852975427627,1.2153706255696288,0.007827664032017699,4.796296296296297,0.8749770044783618,-0.2535597153050888,6585.925983707435,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,4.262430890401887,-0.008279663045742514,-21486.12837114757,0.0,25-09:+2% 25-10:-10% 25-11:-1% 25-12:+2% 26-01:+8% 26-02:+0% 26-03:+0% 26-04:+0% 26-05:+4% 26-06:+2% 26-07:-0% 26-08:-0% 26-09:+0%
4,volume_3x_after_base,리더보드(학습 선택),"{""min_rvol"": 5, ""max_range40"": 0.15}","{""stop_pct"": 0.2, ""target_pct"": null, ""max_hold_days"": 5}",True,기본,검증 전반,2025-09-18,2026-03-13,122,0.021351608123424848,0.04460526776106866,0.13295162233034932,0.39621329765637536,0.681065632692848,-0.12699308514533925,110,0.3512417050898437,0.860655737704918,2.1147540983606556,55,0.45454545454545453,0.1098790788448511,-0.09225097240451657,1.1910885704601142,1.1120050177935326,-0.0003736763820767307,4.5636363636363635,0.8749770044783618,-0.2535597153050888,2135.1608123425062,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,8.360962753574471,-0.004970002034781133,-15716.839212544994,0.0,
4,volume_3x_after_base,리더보드(학습 선택),"{""min_rvol"": 5, ""max_range40"": 0.15}","{""stop_pct"": 0.2, ""target_pct"": null, ""max_hold_days"": 5}",True,기본,검증 후반,2026-03-16,2026-09-17,129,0.04362533219098608,0.08699284271807994,0.07829696185042664,1.1123901680934325,2.0256427256447833,-0.03186313610958469,56,2.730203405555921,0.8449612403100775,2.0310077519379846,53,0.33962264150943394,0.1368779297787696,-0.04493965074644825,3.045816500689819,1.3868581711959538,0.016809716224380458,4.90566037735849,0.7056824738885206,-0.15114255104805047,4362.533219098628,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,3.472173917838239,-0.008475858805395493,-10784.940839958512,0.0,
5,toss_weak_green_rising_vol,리더보드(학습 선택),"{""max_ret"": 0.03, ""window"": 10, ""base_adv"": 2000000.0}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,기본,학습,2023-11-01,2025-09-17,470,-0.027671401414811503,-0.014933101516068858,0.20397789573974953,0.023786038230057146,0.043897873744933535,-0.40793725073527387,431,-0.03660636896766145,0.997872340425532,9.727659574468085,472,0.4194915254237288,0.13835720807474997,-0.08756093271884077,1.5801248773698728,0.972767318767004,0.0072098127835553485,9.608050847457626,3.5796389335016787,-0.7690732752026846,-2767.140141481228,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,-0.01578032320042275,-36360.758236741385,0.057203389830508475,
5,toss_weak_green_rising_vol,리더보드(학습 선택),"{""max_ret"": 0.03, ""window"": 10, ""base_adv"": 2000000.0}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,기본,검증,2025-09-18,2026-09-17,251,0.028743577682887045,0.0288597307427636,0.19404878797654201,0.24379891530291087,0.35638011642656175,-0.1937780352766516,161,0.14893189881691882,0.9960159362549801,9.474103585657371,251,0.47808764940239046,0.11636457951279652,-0.09499463412012306,1.2249594999823952,1.0408803882438864,0.006053595505177138,9.366533864541832,1.1029400796728412,-0.5343495027993649,2874.357768288812,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,10.940362017749116,-0.004499566725074381,-28572.15678532009,0.06772908366533864,25-09:+2% 25-10:-3% 25-11:+4% 25-12:+1% 26-01:+2% 26-02:+0% 26-03:-2% 26-04:-5% 26-05:-5% 26-06:+1% 26-07:+3% 26-08:+6% 26-09:-0%
5,toss_weak_green_rising_vol,리더보드(학습 선택),"{""max_ret"": 0.03, ""window"": 10, ""base_adv"": 2000000.0}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,기본,검증 전반,2025-09-18,2026-03-13,122,0.05297042586809031,0.11250573949108067,0.2116336908027786,0.6126420515995645,1.0205297813409302,-0.09425297221489803,55,1.193657206210602,0.9918032786885246,9.114754098360656,120,0.4666666666666667,0.12600063557859356,-0.10172041112529423,1.2386956972027192,1.1370921646700283,0.00454941066985339,9.108333333333333,0.39260350000000016,-0.42157375369505834,5297.042586809148,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,4.4819962682634396,-0.009372408047467116,-18444.282520101966,0.075,
5,toss_weak_green_rising_vol,리더보드(학습 선택),"{""max_ret"": 0.03, ""window"": 10, ""base_adv"": 2000000.0}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,기본,검증 후반,2026-03-16,2026-09-17,129,0.017787188395589792,0.0350416378074192,0.16663073253079158,0.29167752395673424,0.33979062154870965,-0.1312957164158276,103,0.2668909448381285,0.9922480620155039,9.565891472868216,133,0.5338345864661654,0.10709515293469132,-0.0868986547604495,1.2324143938696959,1.0586090864060698,0.016661949347482816,9.142857142857142,1.1029400796728412,-0.5343495027993648,1778.7188395589583,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,9.501702764811407,0.004250815457378166,-15122.138876100471,0.06015037593984962,
5,toss_weak_green_rising_vol,리더보드(학습 선택),"{""max_ret"": 0.03, ""window"": 10, ""base_adv"": 2000000.0}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,버퍼3%,학습,2023-11-01,2025-09-17,470,-0.048625545983306706,-0.026372770157269576,0.20539882831836942,-0.03221084196918061,-0.06006472297070124,-0.36901143538696923,431,-0.07146870700528124,0.997872340425532,9.727659574468085,472,0.4194915254237288,0.1371736317565945,-0.09032190038281539,1.518719504076036,0.9531064992570862,0.005110547421428576,9.61228813559322,3.5796389335016787,-0.7690732752026846,-4862.55459833074,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,-0.01653902163443928,-38988.6384480209,0.05296610169491525,
5,toss_weak_green_rising_vol,리더보드(학습 선택),"{""max_ret"": 0.03, ""window"": 10, ""base_adv"": 2000000.0}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,버퍼3%,검증,2025-09-18,2026-09-17,251,0.07571695474222273,0.07602980403337911,0.17948043897625546,0.49890115621348957,0.837267785109,-0.1839174740803483,161,0.4133908668197773,0.9960159362549801,9.44621513944223,248,0.4879032258064516,0.1157545483470499,-0.0924773475409869,1.2517070550249758,1.1137068757289252,0.009119666178579454,9.459677419354838,1.1029400796728412,-0.48919167486039505,7571.695474222368,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,3.938685162976103,-0.0039026511664185456,-22250.829148670557,0.06048387096774194,
5,toss_weak_green_rising_vol,리더보드(학습 선택),"{""max_ret"": 0.03, ""window"": 10, ""base_adv"": 2000000.0}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,종가확인,학습,2023-11-01,2025-09-17,470,-0.2718585510901079,-0.15642404683856015,0.1634513093891238,-0.9609610020212193,-1.4267315083314946,-0.4148362406216921,431,-0.3770742078949903,0.997872340425532,9.759574468085106,470,0.4085106382978723,0.107087414947506,-0.09195150245915207,1.1646075603286397,0.7423276273180361,-0.010641987263240687,9.697872340425532,0.39260350000000005,-0.7690732752026846,-27185.855109010772,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,,-0.01851173455553766,-48323.4719859934,0.04042553191489362,
5,toss_weak_green_rising_vol,리더보드(학습 선택),"{""max_ret"": 0.03, ""window"": 10, ""base_adv"": 2000000.0}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,종가확인,검증,2025-09-18,2026-09-17,251,-0.03324890139845271,-0.03337913137790771,0.19199434901044524,-0.08161400142448633,-0.11350594504013987,-0.23334407191247042,171,-0.14304683682055802,0.9960159362549801,9.474103585657371,246,0.47560975609756095,0.10195951198484116,-0.10297975857211947,0.9900927463666191,0.9557464924636531,-0.005508642087711375,9.577235772357724,0.39260349999999994,-0.6983524461870514,-3324.890139845259,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,,-0.0051575115096240895,-33649.70120846562,0.04878048780487805,
6,big_candle_maxvol,리더보드(학습 선택),"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 10}",True,기본,학습,2023-11-01,2025-09-17,470,1.1081835295953502,0.4916606882980079,1.3721347623596434,0.7898100414797299,2.3253121946320268,-0.7431749674595606,236,0.6615678808163857,0.9851063829787234,8.393617021276595,399,0.3558897243107769,0.5881239833930553,-0.24836794507771973,2.367954460504227,1.136845552587676,0.049330936733934544,9.862155388471178,16.78475439435178,-0.9139713371384833,110818.35295953475,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,4.181744694771279,-0.10381062533780636,-352595.70661229105,0.0,
6,big_candle_maxvol,리더보드(학습 선택),"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 10}",True,기본,검증,2025-09-18,2026-09-17,251,-0.4300652809652947,-0.43134049111738004,1.8084456754362268,0.4432096302157678,0.9054613531601613,-0.866000739939973,137,-0.4980832824083713,0.9960159362549801,9.46215139442231,241,0.2987551867219917,0.6788687550672788,-0.2832638388613347,2.3965951947703545,0.9094595494488084,0.004178263889122491,9.813278008298756,10.576101952953264,-0.9915439670826411,-43006.528096529364,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,,-0.16892589088339424,-338190.8667596333,0.0,25-09:-13% 25-10:-15% 25-11:-15% 25-12:-34% 26-01:+74% 26-02:-15% 26-03:+23% 26-04:+234% 26-05:+41% 26-06:-49% 26-07:-33% 26-08:-43% 26-09:-18%
6,big_candle_maxvol,리더보드(학습 선택),"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 10}",True,기본,검증 전반,2025-09-18,2026-03-13,122,-0.20107370933079016,-0.371043769777499,1.8113675424460847,0.37744547278575125,1.4047716727560258,-0.592758878823638,121,-0.6259607119067628,0.9918032786885246,9.262295081967213,118,0.3474576271186441,0.5454428346137491,-0.26578451834059885,2.052199420866088,0.852466519967372,0.016082612770657603,9.491525423728813,7.4058000040879906,-0.8117525088906583,-20107.370933078986,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,,-0.13860734531298052,-113545.99384533543,0.0,
6,big_candle_maxvol,리더보드(학습 선택),"{""min_ret"": 0.3, ""min_close_pos"": 0.5, ""max_mcap"": 300000000.0}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 10}",True,기본,검증 후반,2026-03-16,2026-09-17,129,-0.49191928913731964,-0.7335946370892946,1.718748623979568,0.02878268882719699,0.04878644869356126,-0.9024545611019053,87,-0.8128881704510074,0.9922480620155039,9.418604651162791,125,0.256,0.8272461525063708,-0.31237402563310784,2.6482552473104626,0.8717298649557207,-0.020631260029401317,9.64,10.576101952953264,-0.9915439670826411,-49191.9289137319,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,,-0.22787421782562464,-341176.55888430943,0.0,
7,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 5}",True,기본,학습,2023-11-01,2025-09-17,470,0.6454081930926674,0.3060490628178205,0.6062801362268682,0.7349943196489827,1.4792847031513703,-0.46897620339379265,291,0.6525897489106403,0.997872340425532,9.946808510638299,939,0.42705005324813633,0.21651377227153057,-0.12044597679527907,1.79760070059905,1.1210022432355597,0.023452701986180647,4.968051118210862,9.948076923076925,-0.6415823755302847,64540.819309266895,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,2.6382218920186795,-0.020445791192844374,-105732.1831212627,0.0,
7,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 5}",True,기본,검증,2025-09-18,2026-09-17,251,1.602249447786889,1.6121836188492358,2.54797512943255,0.943097984460303,6.253204056117141,-0.4097097415962976,78,3.934940898812655,0.9960159362549801,9.936254980079681,500,0.392,0.38083701246342916,-0.11626317198472438,3.275646156578858,1.3552695924510292,0.07860010031895182,4.968,25.470782826917453,-0.6520702982867935,160224.94477868846,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,2.492718810506671,-0.028626714642963416,-239170.78898354102,0.0,25-09:-7% 25-10:-15% 25-11:-4% 25-12:+17% 26-01:-4% 26-02:+9% 26-03:+4% 26-04:-9% 26-05:+277% 26-06:-16% 26-07:-17% 26-08:+1% 26-09:+11%
7,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 5}",True,기본,검증 전반,2025-09-18,2026-03-13,122,0.00817406100766771,0.01695767004605475,0.5532667108868016,0.3016294256885412,0.5981748750874791,-0.367924567343343,57,0.046090072670330946,0.9918032786885246,9.918032786885245,250,0.416,0.16363878242966268,-0.10974821247783967,1.4910382477774258,1.0061976144750275,0.003980777403681296,4.8,2.432542159700166,-0.5774893877421069,817.4061007667715,0.005781079897152042,0.01197803168050049,-0.050713544612239314,0.15960507038648797,78.61704190488884,-0.02352632204262456,-63444.64357652671,0.0,
7,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": null, ""max_hold_days"": 5}",True,기본,검증 후반,2026-03-16,2026-09-17,129,-0.4117654095234735,-0.645333885672972,0.6097655425615496,-1.4157824508628842,-2.6400949951914634,-0.45253876654181846,104,-1.4260300628042164,0.9922480620155039,9.914728682170542,260,0.3384615384615385,0.1408740881224246,-0.10184101044670248,1.3832746504037263,0.6982459841256166,-0.01969128477715178,4.880769230769231,1.380787264069573,-0.6482565896596715,-41176.5409523473,0.14591664798755333,0.3048324666446445,-0.055299033326180136,2.0248452496039726,,-0.03208979425472096,-88797.41616558775,0.0,
8,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,기본,학습,2023-11-01,2025-09-17,470,0.8795105671057262,0.40260261284185317,0.39885817931680373,1.0465051022893248,2.0048311862761814,-0.3437295885281545,173,1.1712771500579633,0.997872340425532,9.953191489361702,535,0.4392523364485981,0.26615605154428673,-0.15985977182033778,1.6649345142529828,1.1514122079490163,0.02726867395664684,8.528971962616822,3.35519039183755,-0.6452192395719387,87951.05671057262,0.5954822261517272,0.2846494372237305,-0.18755226260622682,1.5981883034563042,1.5659302131498447,-0.025126086867703908,-49774.160270968336,0.19626168224299065,
8,pullback_lowvol,두 기간 + (검증 기대값 상위),"{""surge_pct"": 0.1, ""vol_frac"": 0.3, ""hold_pct"": 0.85}","{""stop_pct"": null, ""target_pct"": 0.4, ""max_hold_days"": 10}",True,기본,검증,2025-09-18,2026-09-17,251,-0.13432901842083844,-0.13482637891899862,0.6671910043945632,0.0659148998428828,0.18088632592600087,-0.4663640488569386,250,-0.2891011415855467,0.9960159362549801,9.9601593625498,275,0.4109090909090909,0.3823700951481455,-0.17639830005881976,2.1676518142218195,0.9349207143075302,0.05320471324440598,8.901818181818182,18.368548078812395,-0.6571200248113795,-13432.901842083853,0.1642705407480871,0.1649762502846266,-0.08884968175523733,1.2501935491561118,,-0.04562714656066962,-77197.26023573721,0.15272727272727274,25-09:-10% 25-10:-18% 25-11:-3% 25-12:+12% 26-01:+13% 26-02:+2% 26-03:-20% 26-04:+8% 26-05:+4% 26-06:-23% 26-07:-3% 26-08:-11% 26-09:+55%
